SYSTEM,RELEASE,CLASS,WMC,DIT,NOC,CBO,RFC,CA,CE,LCOM,NPM,LCOM3,LOC,DAM,MOA,MFA,CAM,IC,CBM,AMC,REFACT,LCOM
ant,1.6.0,org.apache.tools.ant.ComponentHelper,34.0,1.0,0.0,21.0,132.0,8.0,16.0,4,23.0,0.8095,1255.0,0.7857,3.0,0.0,0.1961,0.0,0.0,35.5,0.0,4
ant,1.6.0,org.apache.tools.ant.filters.EscapeUnicode,5.0,5.0,0.0,4.0,19.0,1.0,3.0,4,4.0,0.25,107.0,1.0,0.0,0.9032,0.7,2.0,5.0,20.2,0.0,4
ant,1.6.0,org.apache.tools.ant.AntTypeDefinition,20.0,1.0,2.0,11.0,45.0,7.0,4.0,4,16.0,0.6842,543.0,0.8571,0.0,0.0,0.3167,0.0,0.0,25.8,0.0,4
ant,1.6.0,org.apache.tools.ant.ComponentHelper$AntTypeTable,8.0,3.0,0.0,3.0,17.0,1.0,2.0,4,8.0,0.1429,94.0,1.0,1.0,0.8772,0.5,1.0,2.0,10625.0,0.0,4
ant,1.6.0,org.apache.tools.ant.DemuxInputStream,3.0,2.0,0.0,2.0,5.0,1.0,1.0,4,3.0,0.0,34.0,1.0,1.0,0.8182,0.5,1.0,2.0,10.0,0.0,4
ant,1.6.2,org.apache.tools.ant.ExitStatusException,3.0,5.0,0.0,3.0,5.0,2.0,1.0,4,3.0,0.0,20.0,1.0,0.0,0.9667,0.6667,0.0,0.0,53333.0,0.0,4
ant,1.6.2,org.apache.tools.ant.DynamicConfiguratorNS,0.0,1.0,0.0,2.0,0.0,0.0,2.0,27,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27
ant,1.6.2,org.apache.tools.ant.DynamicAttributeNS,1.0,1.0,0.0,3.0,1.0,2.0,1.0,53,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,53
ant,1.6.2,org.apache.tools.ant.DynamicElement,1.0,1.0,0.0,3.0,1.0,2.0,1.0,49,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,49
ant,1.6.2,org.apache.tools.ant.DynamicAttribute,1.0,1.0,0.0,4.0,1.0,3.0,1.0,47,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,47
ant,1.6.2,org.apache.tools.ant.DynamicElementNS,1.0,1.0,0.0,3.0,1.0,2.0,1.0,47,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,47
ant,1.6.4,org.apache.tools.ant.Executor,2.0,1.0,0.0,4.0,2.0,3.0,2.0,80,2.0,2.0,2.0,0.0,0.0,0.0,0.6667,0.0,0.0,0.0,0.0,80
ant,1.7.0,org.apache.tools.ant.BuildFileTest$AntOutputStream,2.0,2.0,0.0,1.0,4.0,1.0,0.0,80,2.0,0.0,16.0,1.0,0.0,0.8333,0.6667,1.0,1.0,6.5,0.0,80
ant,1.7.0,org.apache.tools.ant.BuildFileTest,34.0,0.0,0.0,7.0,72.0,1.0,7.0,80,30.0,0.5808,548.0,1.0,0.0,0.0,0.3412,0.0,0.0,149412.0,0.0,80
ant,1.7.0,org.apache.tools.ant.BuildFileTest$AntTestListener,8.0,1.0,0.0,3.0,14.0,1.0,3.0,80,8.0,0.8571,57.0,1.0,1.0,0.0,0.5313,0.0,0.0,5875.0,0.0,80
ant,1.7.0,org.apache.tools.ant.dispatch.DispatchUtils,2.0,1.0,0.0,5.0,22.0,2.0,4.0,80,2.0,2.0,278.0,0.0,0.0,0.0,0.5,0.0,0.0,138.0,0.0,80
ant,1.7.0,org.apache.tools.ant.dispatch.DispatchTask,4.0,3.0,0.0,2.0,5.0,0.0,2.0,80,4.0,0.6667,17.0,1.0,0.0,0.925,0.625,0.0,0.0,3.0,0.0,80
ant,1.7.0,org.apache.tools.ant.filters.FixCrLfFilter$AddEofFilter,2.0,3.0,0.0,2.0,4.0,1.0,1.0,80,2.0,0.0,31.0,1.0,0.0,0.9615,0.75,1.0,1.0,14.0,0.0,80
ant,1.7.0,org.apache.tools.ant.filters.FixCrLfFilter$AddAsisRemove,12.0,2.0,0.0,3.0,21.0,2.0,1.0,80,5.0,0.8182,111.0,1.0,3.0,0.4737,0.2045,2.0,2.0,8.0,0.0,80
ant,1.7.0,org.apache.tools.ant.dispatch.Dispatchable,1.0,1.0,0.0,2.0,1.0,2.0,0.0,80,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80
ant,1.7.0,org.apache.tools.ant.filters.FixCrLfFilter,18.0,5.0,0.0,14.0,44.0,2.0,12.0,80,16.0,0.7132,331.0,1.0,3.0,0.6364,0.2407,2.0,7.0,169444.0,0.0,80
ant,1.8.0,org.apache.tools.ant.ExtensionPoint,3.0,2.0,0.0,5.0,5.0,1.0,4.0,113,3.0,1.5,17.0,1.0,0.0,0.9286,0.5556,0.0,0.0,43333.0,0.0,113
ant,1.8.3,org.apache.tools.ant.filters.ExpandProperties$1,2.0,1.0,0.0,2.0,4.0,1.0,2.0,150,1.0,0.5,18.0,1.0,1.0,0.0,0.625,0.0,0.0,7.0,0.0,150
ant,1.9.0,org.apache.tools.ant.DynamicObjectAttribute,1.0,1.0,0.0,2.0,1.0,1.0,1.0,170,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,170
ant,1.9.0,org.apache.tools.ant.ArgumentProcessorRegistry,11.0,1.0,0.0,4.0,39.0,1.0,3.0,170,5.0,0.8,247.0,1.0,1.0,0.0,0.3,0.0,0.0,21.0,0.0,170
ant,1.9.0,org.apache.tools.ant.ArgumentProcessor,5.0,1.0,0.0,3.0,5.0,2.0,1.0,170,5.0,2.0,5.0,0.0,0.0,0.0,0.4333,0.0,0.0,0.0,0.0,170
ant,1.9.0,org.apache.tools.ant.Evaluable,1.0,1.0,0.0,1.0,1.0,1.0,0.0,170,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,170
ant,1.9.1,org.apache.tools.ant.attribute.IfBlankAttribute,2.0,0.0,1.0,3.0,5.0,1.0,2.0,170,2.0,2.0,17.0,0.0,0.0,0.0,0.6667,0.0,0.0,7.5,0.0,170
ant,1.9.1,org.apache.tools.ant.attribute.EnableAttribute,1.0,1.0,0.0,4.0,1.0,3.0,1.0,170,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,170
ant,1.9.1,org.apache.tools.ant.DefaultDefinitions,5.0,1.0,0.0,3.0,19.0,1.0,3.0,170,2.0,0.9375,114.0,1.0,1.0,0.0,0.6,0.0,0.0,21.0,0.0,170
ant,1.9.1,org.apache.tools.ant.attribute.AttributeNamespace,1.0,1.0,0.0,0.0,2.0,0.0,0.0,170,1.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,170
ant,1.9.1,org.apache.tools.ant.attribute.IfSetAttribute$Unless,1.0,0.0,0.0,1.0,3.0,0.0,1.0,170,1.0,2.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,170
ant,1.9.1,org.apache.tools.ant.attribute.IfTrueAttribute$Unless,1.0,0.0,0.0,1.0,3.0,0.0,1.0,170,1.0,2.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,170
ant,1.9.1,org.apache.tools.ant.attribute.IfSetAttribute,2.0,0.0,1.0,4.0,6.0,1.0,3.0,170,2.0,2.0,16.0,0.0,0.0,0.0,0.6667,0.0,0.0,7.0,0.0,170
ant,1.9.1,org.apache.tools.ant.attribute.BaseIfAttribute,5.0,2.0,3.0,8.0,21.0,3.0,5.0,170,1.0,0.25,82.0,1.0,0.0,0.6923,0.5333,0.0,0.0,15.2,0.0,170
ant,1.9.1,org.apache.tools.ant.attribute.IfBlankAttribute$Unless,1.0,0.0,0.0,1.0,3.0,0.0,1.0,170,1.0,2.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,170
ant,1.9.1,org.apache.tools.ant.attribute.IfTrueAttribute,2.0,0.0,1.0,4.0,5.0,1.0,3.0,0,2.0,2.0,10.0,0.0,0.0,0.0,0.6667,0.0,0.0,4.0,0.0,0
ant,1.9.5,org.apache.tools.ant.BuildFileRule$AntOutputStream,2.0,2.0,0.0,1.0,4.0,1.0,0.0,0,2.0,0.0,16.0,1.0,0.0,0.8333,0.6667,1.0,1.0,6.5,0.0,0
ant,1.9.5,org.apache.tools.ant.BuildFileRule,14.0,0.0,0.0,8.0,45.0,1.0,8.0,0,10.0,0.7692,240.0,1.0,0.0,0.0,0.2714,0.0,0.0,157857.0,0.0,0
ant,1.9.5,org.apache.tools.ant.AntAssert,5.0,1.0,0.0,1.0,13.0,0.0,1.0,0,5.0,2.0,92.0,0.0,0.0,0.0,0.5,0.0,0.0,17.4,0.0,0
ant,1.9.5,org.apache.tools.ant.BuildFileRule$AntTestListener,8.0,1.0,0.0,3.0,14.0,1.0,3.0,0,8.0,0.8571,57.0,0.5,1.0,0.0,0.5313,0.0,0.0,5875.0,0.0,0
ant,1.9.5,org.apache.tools.ant.FileUtilities,4.0,1.0,0.0,3.0,16.0,0.0,3.0,0,4.0,2.0,83.0,0.0,0.0,0.0,0.3,0.0,0.0,19.75,0.0,0
javacc,3.1,jjtree,2.0,1.0,0.0,1.0,4.0,0.0,1.0,0,2.0,2.0,8.0,0.0,0.0,0.0,0.5,0.0,0.0,3.0,0.0,0
javacc,3.1,org.javacc.jjdoc.HTMLGenerator,21.0,0.0,0.0,9.0,34.0,1.0,8.0,0,19.0,0.85,362.0,1.0,0.0,0.0,0.2011,0.0,0.0,161429.0,0.0,0
javacc,3.1,org.javacc.jjdoc.JJDoc,22.0,0.0,0.0,34.0,62.0,1.0,33.0,0,1.0,2.0,991.0,0.0,0.0,0.0,0.0963,0.0,0.0,440455.0,0.0,0
javacc,3.1,org.javacc.jjdoc.JJDocGlobals,1.0,1.0,0.0,3.0,2.0,3.0,0.0,0,0.0,2.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0
javacc,3.1,javacc,2.0,1.0,0.0,1.0,4.0,0.0,1.0,0,2.0,2.0,8.0,0.0,0.0,0.0,0.5,0.0,0.0,3.0,0.0,0
javacc,3.1,org.javacc.jjdoc.Generator,19.0,1.0,1.0,7.0,24.0,2.0,5.0,0,19.0,0.3889,102.0,1.0,0.0,0.0,0.1988,0.0,0.0,43158.0,0.0,0
javacc,3.1,jjdoc,2.0,1.0,0.0,1.0,4.0,0.0,1.0,0,2.0,2.0,8.0,0.0,0.0,0.0,0.5,0.0,0.0,3.0,0.0,0
javacc,4.1,org.javacc.JavaCCTestCase,4.0,0.0,0.0,1.0,6.0,0.0,1.0,0,4.0,2.0,15.0,0.0,0.0,0.0,0.625,0.0,0.0,2.75,0.0,0
javacc,6.1,org.javacc.jjdoc.BNFGenerator,27.0,1.0,0.0,10.0,52.0,1.0,10.0,0,24.0,0.8558,306.0,1.0,0.0,0.0,0.1975,0.0,0.0,101852.0,0.0,0
jetty,7.0.0.v20091005,org.eclipse.jetty.ajp.Ajp13Connection,33.0,0.0,0.0,18.0,47.0,3.0,17.0,0,4.0,2.0,188.0,0.0,0.0,0.0,0.1919,0.0,0.0,4697.0,0.0,0
jetty,7.0.0.v20091005,org.eclipse.jetty.ajp.Ajp13Parser$Input,4.0,0.0,0.0,4.0,15.0,1.0,3.0,0,3.0,0.0,150.0,1.0,1.0,0.0,0.4,0.0,0.0,35.5,0.0,0
jetty,7.0.0.v20091005,org.eclipse.jetty.ajp.Ajp13Parser,20.0,1.0,0.0,15.0,95.0,3.0,12.0,0,15.0,0.823,1310.0,1.0,2.0,0.0,0.1625,0.0,0.0,63.4,0.0,0
jetty,7.0.0.v20091005,org.eclipse.jetty.ajp.Ajp13RequestPacket,9.0,1.0,0.0,7.0,19.0,1.0,6.0,0,9.0,2.0,147.0,0.0,0.0,0.0,0.3333,0.0,0.0,153333.0,0.0,0
jetty,7.0.0.v20091005,org.eclipse.jetty.ajp.Ajp13ResponseHeaders,2.0,0.0,0.0,3.0,4.0,0.0,3.0,0,1.0,16571.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,31.5,0.0,0
jetty,7.0.0.v20091005,org.eclipse.jetty.ajp.Ajp13Request,12.0,0.0,0.0,5.0,19.0,3.0,3.0,11,10.0,0.7727,100.0,1.0,0.0,0.0,0.3,0.0,0.0,7.0,0.0,11
jetty,7.0.0.v20091005,org.eclipse.jetty.ajp.Ajp13PacketMethods,2.0,1.0,0.0,4.0,5.0,1.0,3.0,11,1.0,16585.0,227.0,0.0,0.0,0.0,1.0,0.0,0.0,71.5,0.0,11
jetty,7.0.0.v20091005,org.eclipse.jetty.ajp.Ajp13Connection$1,0.0,1.0,0.0,2.0,0.0,2.0,0.0,14,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14
jetty,7.0.0.v20091005,org.eclipse.jetty.ajp.Ajp13SocketConnector,12.0,0.0,0.0,10.0,33.0,1.0,9.0,14,9.0,0.9091,102.0,0.0,0.0,0.0,0.3182,0.0,0.0,73333.0,0.0,14
jetty,7.0.0.v20091005,org.eclipse.jetty.ajp.Ajp13Parser$EventHandler,24.0,1.0,0.0,4.0,24.0,3.0,1.0,18,24.0,2.0,24.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,18
jetty,7.0.0.v20091005,org.eclipse.jetty.ajp.Ajp13Generator,20.0,0.0,0.0,13.0,62.0,2.0,11.0,18,13.0,0.7135,1444.0,1.0,0.0,0.0,0.1813,0.0,0.0,70.75,0.0,18
jetty,7.0.0.v20091005,org.eclipse.jetty.ajp.Ajp13Connection$RequestHandler,26.0,1.0,0.0,12.0,94.0,1.0,12.0,18,24.0,0.46,327.0,0.0,1.0,0.0,0.2548,0.0,0.0,11.5,0.0,18
jetty,7.0.0.v20091005,org.eclipse.jetty.ajp.Ajp13RequestHeaders,2.0,0.0,0.0,4.0,4.0,1.0,3.0,27,1.0,17368.0,137.0,0.0,0.0,0.0,1.0,0.0,0.0,39.0,0.0,27
jetty,7.0.0.v20091005,org.eclipse.jetty.ajp.Ajp13Packet,2.0,1.0,0.0,2.0,5.0,0.0,2.0,27,1.0,19565.0,78.0,0.0,0.0,0.0,1.0,0.0,0.0,26.5,0.0,27
jetty,9.2.0.RC0,org.eclipse.jetty.alpn.client.ALPNClientConnectionFactory,2.0,0.0,0.0,5.0,6.0,0.0,5.0,27,2.0,0.0,30.0,1.0,0.0,0.0,0.5833,0.0,0.0,13.0,0.0,27
jetty,9.2.0.RC0,org.eclipse.jetty.alpn.client.ALPNClientConnection,7.0,0.0,0.0,9.0,17.0,1.0,8.0,27,6.0,0.75,81.0,1.0,0.0,0.0,0.3095,0.0,0.0,102857.0,0.0,27
jetty,9.2.0.RC0,org.eclipse.jetty.alpn.server.ALPNServerConnectionFactory,3.0,0.0,0.0,7.0,15.0,0.0,7.0,27,1.0,0.5,56.0,1.0,0.0,0.0,0.5714,0.0,0.0,173333.0,0.0,27
jetty,9.2.0.RC0,org.eclipse.jetty.alpn.server.ALPNServerConnection,5.0,0.0,0.0,9.0,20.0,1.0,8.0,27,4.0,0.5,83.0,1.0,0.0,0.0,0.4167,0.0,0.0,15.4,0.0,27
jetty,7.0.0.v20091005,org.eclipse.jetty.annotations.AnnotationParser$MyClassVisitor,5.0,0.0,0.0,11.0,16.0,6.0,9.0,27,5.0,0.9643,136.0,0.0,1.0,0.0,0.4857,0.0,0.0,24.8,0.0,27
jetty,7.0.0.v20091005,org.eclipse.jetty.annotations.AnnotationParser$MyClassVisitor$3$1,2.0,0.0,0.0,5.0,6.0,1.0,5.0,27,1.0,0.0,54.0,0.0,1.0,0.0,0.625,0.0,0.0,25.5,0.0,27
jetty,7.0.0.v20091005,org.eclipse.jetty.annotations.ResourcesAnnotationHandler,4.0,1.0,0.0,8.0,21.0,1.0,7.0,27,4.0,0.6667,162.0,1.0,0.0,0.0,0.6071,0.0,0.0,39.25,0.0,27
jetty,7.0.0.v20091005,org.eclipse.jetty.annotations.PreDestroyAnnotationHandler,4.0,1.0,0.0,8.0,16.0,1.0,7.0,27,4.0,0.8333,143.0,0.0,0.0,0.0,0.6071,0.0,0.0,34.25,0.0,27
jetty,7.0.0.v20091005,org.eclipse.jetty.annotations.AnnotationParser$AnnotationHandler,3.0,1.0,0.0,10.0,3.0,10.0,0.0,27,3.0,2.0,3.0,0.0,0.0,0.0,0.8333,0.0,0.0,0.0,0.0,27
jetty,7.0.0.v20091005,org.eclipse.jetty.annotations.AbstractConfiguration$3,3.0,1.0,0.0,3.0,7.0,1.0,3.0,27,2.0,0.5,38.0,0.0,1.0,0.0,0.5833,0.0,0.0,11.0,0.0,27
jetty,7.0.0.v20091005,org.eclipse.jetty.annotations.AbstractConfiguration$4,3.0,1.0,0.0,3.0,7.0,1.0,3.0,27,2.0,0.5,38.0,0.0,1.0,0.0,0.5833,0.0,0.0,11.0,0.0,27
jetty,7.0.0.v20091005,org.eclipse.jetty.annotations.AnnotationConfiguration,5.0,0.0,0.0,13.0,33.0,0.0,13.0,27,5.0,1.25,155.0,0.0,0.0,0.0,0.9,0.0,0.0,29.8,0.0,27
jetty,7.0.0.v20091005,org.eclipse.jetty.annotations.AbstractConfiguration$1,3.0,1.0,0.0,3.0,7.0,1.0,3.0,27,2.0,0.5,38.0,0.0,1.0,0.0,0.5833,0.0,0.0,11.0,0.0,27
jetty,7.0.0.v20091005,org.eclipse.jetty.annotations.AbstractConfiguration$2,3.0,1.0,0.0,3.0,7.0,1.0,3.0,27,2.0,0.5,38.0,0.0,1.0,0.0,0.5833,0.0,0.0,11.0,0.0,27
jetty,7.0.0.v20091005,org.eclipse.jetty.annotations.AnnotationParser$MyClassVisitor$3,2.0,0.0,0.0,5.0,6.0,2.0,5.0,27,1.0,1.0,41.0,0.0,1.0,0.0,0.6667,0.0,0.0,16.5,0.0,27
jetty,7.0.0.v20091005,org.eclipse.jetty.annotations.AnnotationParser$MyClassVisitor$2,2.0,0.0,0.0,5.0,6.0,2.0,5.0,27,1.0,1.0,41.0,0.0,1.0,0.0,0.6667,0.0,0.0,16.5,0.0,27
jetty,7.0.0.v20091005,org.eclipse.jetty.annotations.AnnotationParser$MyClassVisitor$1,2.0,0.0,0.0,4.0,6.0,1.0,4.0,27,1.0,0.0,51.0,0.0,1.0,0.0,0.625,0.0,0.0,24.0,0.0,27
jetty,7.0.0.v20091005,org.eclipse.jetty.annotations.AnnotationParser$MethodHandler,1.0,1.0,0.0,0.0,1.0,0.0,0.0,27,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,27
jetty,7.0.0.v20091005,org.eclipse.jetty.annotations.PostConstructAnnotationHandler,4.0,1.0,0.0,8.0,16.0,1.0,7.0,0,4.0,0.8333,143.0,1.0,0.0,0.0,0.6071,0.0,0.0,34.25,0.0,0
jetty,7.0.0.v20091005,org.eclipse.jetty.annotations.AnnotationParser$FieldHandler,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
jetty,7.0.0.v20091005,org.eclipse.jetty.annotations.Util,10.0,1.0,0.0,4.0,28.0,1.0,3.0,0,9.0,0.8889,319.0,1.0,0.0,0.0,0.2,0.0,0.0,30.7,0.0,0
jetty,7.0.0.v20091005,org.eclipse.jetty.annotations.AbstractConfiguration,5.0,1.0,1.0,14.0,33.0,5.0,13.0,0,5.0,1.25,190.0,0.0,0.0,0.0,0.8667,0.0,0.0,36.0,0.0,0
jetty,7.0.0.v20091005,org.eclipse.jetty.annotations.AnnotationParser$2,2.0,0.0,0.0,5.0,20.0,1.0,5.0,0,1.0,0.0,82.0,0.0,2.0,0.0,0.6,0.0,0.0,39.0,0.0,0
jetty,7.0.0.v20091005,org.eclipse.jetty.annotations.AnnotationParser$1,2.0,0.0,0.0,5.0,20.0,1.0,5.0,0,1.0,0.0,82.0,0.0,2.0,0.0,0.6,0.0,0.0,39.0,0.0,0
jetty,7.0.0.v20091005,org.eclipse.jetty.annotations.AnnotationParser$ListValue,6.0,0.0,0.0,4.0,21.0,2.0,2.0,0,6.0,0.5,85.0,0.0,1.0,0.0,0.375,0.0,0.0,128333.0,0.0,0
jetty,7.0.0.v20091005,org.eclipse.jetty.annotations.AnnotationParser$SimpleValue,4.0,0.0,0.0,3.0,10.0,1.0,2.0,0,4.0,0.6667,38.0,0.0,1.0,0.0,0.4375,0.0,0.0,8.0,0.0,0
jetty,7.0.0.v20091005,org.eclipse.jetty.annotations.AnnotationParser$MyClassVisitor$2$1,2.0,0.0,0.0,5.0,6.0,1.0,5.0,0,1.0,0.0,54.0,0.0,1.0,0.0,0.625,0.0,0.0,25.5,0.0,0
jetty,7.0.0.v20091005,org.eclipse.jetty.annotations.ResourceAnnotationHandler,4.0,1.0,0.0,11.0,44.0,1.0,10.0,0,4.0,0.1667,683.0,1.0,0.0,0.0,0.6071,0.0,0.0,169.25,0.0,0
jetty,7.0.0.v20091005,org.eclipse.jetty.annotations.AnnotationParser$Value,3.0,1.0,2.0,6.0,4.0,5.0,1.0,0,3.0,0.75,17.0,0.0,1.0,0.0,0.5556,0.0,0.0,4.0,0.0,0
jetty,7.0.0.v20091005,org.eclipse.jetty.annotations.AnnotationParser,14.0,1.0,0.0,23.0,53.0,14.0,12.0,0,12.0,0.8923,373.0,1.0,0.0,0.0,0.1837,0.0,0.0,252857.0,0.0,0
jetty,7.0.0.v20091005,org.eclipse.jetty.annotations.ClassInheritanceHandler,4.0,1.0,0.0,4.0,10.0,1.0,3.0,0,4.0,0.0,52.0,0.0,0.0,0.0,0.5,0.0,0.0,11.75,0.0,0
jetty,7.0.0.v20091005,org.eclipse.jetty.annotations.AnnotationParser$ClassHandler,1.0,1.0,0.0,4.0,1.0,4.0,0.0,0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
jetty,7.0.0.v20091005,org.eclipse.jetty.annotations.ClassNameResolver,2.0,1.0,0.0,8.0,2.0,8.0,0.0,0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
jetty,7.0.0.v20091005,org.eclipse.jetty.annotations.AnnotationParser$MyAnnotationVisitor,7.0,1.0,3.0,7.0,14.0,3.0,4.0,0,7.0,0.5,92.0,0.0,1.0,0.0,0.4286,0.0,0.0,117143.0,0.0,0
jetty,7.0.0.v20091005,org.eclipse.jetty.annotations.RunAsAnnotationHandler,4.0,1.0,0.0,7.0,18.0,1.0,6.0,0,4.0,0.6667,92.0,1.0,0.0,0.0,0.6071,0.0,0.0,21.75,0.0,0
jetty,7.1.4.v20100610,org.eclipse.jetty.annotations.DeclareRolesAnnotationHandler,4.0,1.0,0.0,9.0,22.0,1.0,8.0,0,4.0,0.6667,103.0,1.0,0.0,0.0,0.6071,0.0,0.0,24.5,0.0,0
jetty,7.2.0.v20101020,org.eclipse.jetty.annotations.AnnotationIntrospector$IntrospectableAnnotationHandler,1.0,1.0,0.0,3.0,1.0,3.0,0.0,0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
jetty,7.2.0.v20101020,org.eclipse.jetty.annotations.AbstractDiscoverableAnnotationHandler,4.0,1.0,0.0,3.0,8.0,0.0,3.0,0,4.0,0.5,30.0,1.0,0.0,0.0,0.5,0.0,0.0,6.0,0.0,0
jetty,7.2.0.v20101020,org.eclipse.jetty.annotations.AnnotationIntrospector$AbstractIntrospectableAnnotationHandler,3.0,1.0,6.0,7.0,6.0,6.0,1.0,0,3.0,0.5,30.0,1.0,0.0,0.0,0.6667,0.0,0.0,86667.0,0.0,0
jetty,7.2.0.v20101020,org.eclipse.jetty.annotations.AnnotationParser$DiscoverableAnnotationHandler,3.0,1.0,0.0,5.0,3.0,5.0,0.0,0,3.0,2.0,3.0,0.0,0.0,0.0,0.8333,0.0,0.0,0.0,0.0,0
jetty,7.2.0.v20101020,org.eclipse.jetty.annotations.AnnotationDecorator,10.0,1.0,0.0,13.0,21.0,1.0,12.0,0,9.0,0.5556,87.0,0.0,1.0,0.0,0.25,0.0,0.0,7.6,0.0,0
jetty,7.2.0.v20101020,org.eclipse.jetty.annotations.AnnotationIntrospector,3.0,1.0,0.0,2.0,11.0,1.0,1.0,0,3.0,0.0,51.0,1.0,0.0,0.0,0.5556,0.0,0.0,156667.0,0.0,0
jetty,8.0.0.M0,org.eclipse.jetty.annotations.WebFilterAnnotationHandler,4.0,1.0,0.0,10.0,51.0,1.0,9.0,0,4.0,0.6667,464.0,1.0,0.0,0.0,0.6071,0.0,0.0,114.75,0.0,0
jetty,8.0.0.M0,org.eclipse.jetty.annotations.ContainerInitializerConfiguration,6.0,0.0,0.0,4.0,21.0,0.0,4.0,7,5.0,1.2,142.0,0.0,0.0,0.0,0.4333,0.0,0.0,22.5,0.0,7
jetty,8.0.0.M0,org.eclipse.jetty.annotations.WebListenerAnnotationHandler,4.0,1.0,0.0,5.0,15.0,1.0,4.0,7,4.0,0.6667,98.0,1.0,0.0,0.0,0.6071,0.0,0.0,23.25,0.0,7
jetty,8.0.0.M0,org.eclipse.jetty.annotations.WebAppDecoratorWrapper,10.0,1.0,0.0,15.0,31.0,1.0,14.0,7,9.0,0.3333,134.0,0.0,1.0,0.0,0.2333,0.0,0.0,12.2,0.0,7
jetty,8.0.0.M0,org.eclipse.jetty.annotations.MultiPartConfigAnnotationHandler,2.0,0.0,0.0,5.0,13.0,1.0,4.0,7,2.0,0.0,60.0,1.0,0.0,0.0,0.6667,0.0,0.0,28.5,0.0,7
jetty,8.0.0.M0,org.eclipse.jetty.annotations.ContainerInitializerAnnotationHandler,4.0,1.0,0.0,3.0,6.0,1.0,2.0,7,4.0,0.8333,22.0,0.0,0.0,0.0,0.5625,0.0,0.0,4.0,0.0,7
jetty,8.0.0.M0,org.eclipse.jetty.annotations.WebServletAnnotationHandler,4.0,1.0,0.0,11.0,46.0,1.0,10.0,7,4.0,0.6667,296.0,1.0,0.0,0.0,0.6071,0.0,0.0,72.75,0.0,7
jetty,8.0.0.M0,org.eclipse.jetty.annotations.ServletSecurityAnnotationHandler,7.0,0.0,0.0,12.0,59.0,1.0,11.0,7,2.0,0.6667,395.0,1.0,0.0,0.0,0.3143,0.0,0.0,552857.0,0.0,7
jetty,8.0.0.M1,org.eclipse.jetty.annotations.WebListenerAnnotation,2.0,0.0,0.0,6.0,15.0,1.0,5.0,7,2.0,2.0,90.0,0.0,0.0,0.0,0.6667,0.0,0.0,44.0,0.0,7
jetty,8.0.0.M1,org.eclipse.jetty.annotations.WebServletAnnotation,2.0,0.0,0.0,13.0,46.0,1.0,12.0,7,2.0,2.0,391.0,0.0,0.0,0.0,0.6667,0.0,0.0,194.5,0.0,7
jetty,8.0.0.M1,org.eclipse.jetty.annotations.WebFilterAnnotation,2.0,0.0,0.0,11.0,50.0,1.0,10.0,7,2.0,2.0,525.0,0.0,0.0,0.0,0.6667,0.0,0.0,261.5,0.0,7
jetty,8.0.0.M2,org.eclipse.jetty.annotations.AnnotationConfiguration$1,3.0,1.0,0.0,3.0,7.0,1.0,3.0,7,2.0,0.5,38.0,0.0,1.0,0.0,0.5833,0.0,0.0,11.0,0.0,7
jetty,8.0.0.M2,org.eclipse.jetty.annotations.AnnotationConfiguration$2,3.0,1.0,0.0,3.0,7.0,1.0,3.0,7,2.0,0.5,38.0,0.0,1.0,0.0,0.5833,0.0,0.0,11.0,0.0,7
